# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).																				
# The Matrix table should include non-normalized signal count data and detectip p-value																				
"# Values that should be disregarded may either be left blank or labeled as ""null""."																				
	GSM998606		GSM998607		GSM998608		GSM998609		GSM998610		GSM998611		GSM998612		GSM998613		GSM998614		GSM998615	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	SAMPLE 9	Detection Pval	SAMPLE 10	Detection Pval
ILMN_1749210	146.3277	0	179.1035	0	157.9016	0	189.2504	0	206.5288	0	339.544	0	239.3353	0	278.5089	0	274.1017	0	281.5859	0
ILMN_1727938	74.57251	0.04026845	78.60104	0.02845529	66.01835	0.3973154	72.86915	0.1495957	70.27595	0	93.46761	0.004048583	72.77179	0.203504	82.60658	0.01619433	75.12919	0.1076294	81.85818	0.08672087
ILMN_1720600	86.82661	0	80.47195	0.01355014	80.90128	0.0147651	85.51646	0	91.13723	0	95.76698	0	90.56299	0	79.3776	0.03508772	105.4108	0	90.72118	0.005420054
ILMN_1681124	67.65458	0.1583893	67.27197	0.3875339	56.22979	0.8778523	67.18172	0.3692722	56.79433	1	79.08458	0.1484481	68.16463	0.4299191	75.15685	0.08232119	53.18293	0.9713897	64.00282	0.7357724
ILMN_1759184	1161.831	0	1040.187	0	653.7904	0	682.0753	0	1042.021	0	1030.136	0	745.6436	0	965.6929	0	813.3496	0	1398.661	0
ILMN_1732577	268.5939	0	208.9444	0	205.0607	0	232.6926	0	299.4998	0	585.3141	0	441.9973	0	365.9476	0	297.2636	0	402.3746	0
ILMN_1774066	304.9833	0	335.3773	0	273.6924	0	223.0599	0	373.6679	0	590.1853	0	308.3425	0	382.7606	0	275.265	0	666.1757	0
ILMN_2073010	1126.994	0	893.1674	0	776.841	0	787.2786	0	945.5148	0	1842.53	0	1245.767	0	1122.704	0	942.8729	0	1199.988	0
ILMN_2073012	885.6388	0	738.5811	0	619.2579	0	515.7441	0	741.2341	0	1683.198	0	1105.012	0	1009.393	0	731.73	0	930.3743	0
ILMN_2390310	321.6677	0	238.8249	0	241.7631	0	205.0357	0	308.7452	0	354.7643	0	315.2463	0	338.8873	0	214.5249	0	404.2703	0
ILMN_1677589	55.25806	0.8067114	60.39802	0.7764227	72.18862	0.1342282	57.57557	0.9016172	72.46236	0	72.02397	0.4035088	69.33888	0.3571429	78.60986	0.0391363	61.95788	0.6675749	72.78437	0.3238482
ILMN_1730523	59.02444	0.6	82.19554	0.005420054	66.15812	0.3919463	66.32317	0.43531	86.68687	0	81.80826	0.1025641	68.46754	0.4150943	83.28065	0.01349528	86.77275	0	81.10895	0.09620596
ILMN_1733851	95.57735	0	118.1736	0	92.88889	0	110.552	0	114.3637	0	127.0231	0	144.3783	0	98.91466	0	127.69	0	108.8475	0
ILMN_2277419	151.9533	0	135.5564	0	171.6234	0	161.0325	0	187.5992	0	214.1079	0	193.1495	0	235.104	0	181.9202	0	236.9718	0
ILMN_2377093	66.74432	0.2026846	63.71544	0.5934959	59.24134	0.7677853	64.53333	0.5498652	49.33242	1	65.62136	0.7260459	58.72407	0.8773585	62.30539	0.6288799	65.84695	0.4591281	76.6492	0.197832
ILMN_1759743	276.3388	0	218.405	0	158.3804	0	118.9858	0	138.6904	0	168.8376	0	103.9941	0	141.6131	0	105.8151	0	283.413	0
ILMN_2365248	58.14982	0.6590604	57.06789	0.902439	71.1746	0.1691275	63.4838	0.6334232	50.71994	1	78.84277	0.1484481	75.45506	0.1401617	53.77158	0.9649123	78.39824	0.05585831	64.20573	0.7262872
ILMN_1815168	71.70411	0.06711409	84.06346	0.002710027	67.50732	0.3140939	81.79749	0.006738544	74.12366	0	101.9898	0	93.60489	0	77.14788	0.05398111	84.13826	0.006811989	76.5634	0.201897
ILMN_1661440	53.11165	0.8791946	69.22204	0.2710027	68.86446	0.2469799	69.37613	0.2654986	76.39073	0	92.731	0.004048583	82.80357	0.02560647	77.31369	0.05398111	78.70644	0.04632153	82.13077	0.08265582
ILMN_1768164	73.13925	0.04563759	72.65031	0.1355014	70.29824	0.1932886	67.23835	0.3652291	62.98617	0	78.42919	0.1659919	79.88725	0.06873316	71.10669	0.1835358	61.81105	0.6811989	72.76038	0.3238482
ILMN_1764770	101.1203	0	82.29984	0.005420054	85.65396	0	112.1921	0	80.50577	0	109.0291	0	94.24245	0	114.4027	0	89.37693	0	123.6918	0
ILMN_1673529	237.6742	0	192.1575	0	188.0217	0	225.5546	0	233.6452	0	535.4388	0	393.658	0	417.7288	0	365.2921	0	366.0316	0
ILMN_1686370	73.8507	0.0442953	77.39519	0.03794038	88.98143	0	88.45673	0	95.09763	0	107.6865	0	100.5086	0	121.8274	0	109.1133	0	85.85884	0.03658536
ILMN_1785058	46.88476	0.9879194	77.77283	0.03523035	60.34901	0.714094	54.42529	0.9595687	68.14939	0	79.28989	0.1470985	65.03264	0.6280323	65.99931	0.4251012	57.20109	0.893733	75.24787	0.2411924
ILMN_1657701	135.9781	0	190.5104	0	284.4187	0	245.4226	0	479.7706	0	180.0725	0	412.752	0	375.1328	0	546.5123	0	717.8726	0
ILMN_1757561	64.75799	0.2791946	73.52057	0.1178862	70.67265	0.1798658	70.12514	0.2345013	63.54002	0	75.43826	0.2483131	72.70838	0.203504	67.06426	0.368421	67.99648	0.3256131	60.43329	0.8739837
ILMN_1756877	321.3599	0	339.0987	0	214.6459	0	399.3774	0	323.9168	0	648.6692	0	549.7252	0	551.777	0	608.6324	0	480.2867	0
ILMN_1780968	58.59892	0.6201342	68.27213	0.3211382	70.37103	0.1892617	67.98534	0.3369272	59.24452	1	82.39574	0.09311741	66.67503	0.5188679	81.59414	0.01889339	62.55063	0.6321526	74.59772	0.2615176
ILMN_1673409	96.84219	0	90.56597	0	85.87811	0	78.41983	0.04312668	71.77625	0	126.9537	0	85.47401	0.01752022	101.9156	0	210.3625	0	78.05091	0.1626016
ILMN_1769601	167.1687	0	111.0635	0	151.364	0	163.2114	0	195.696	0	451.1622	0	284.5179	0	291.0345	0	211.5592	0	322.5808	0
ILMN_1760513	63.15759	0.3463087	80.17597	0.01897019	66.64432	0.3651007	72.92384	0.148248	87.26082	0	75.6777	0.2402159	70.69241	0.2843666	86.41225	0	97.82728	0	95.65179	0
ILMN_1759186	61.89949	0.4228188	58.4934	0.8672087	57.94081	0.8201342	60.38399	0.7938005	61.80323	0	74.0575	0.3184885	67.73891	0.4528302	71.03549	0.1862348	66.48346	0.4264305	83.69596	0.05420054
ILMN_1687445	53.87453	0.8536913	63.2793	0.6151761	63.91298	0.504698	70.27141	0.2331536	53.74273	1	76.40684	0.2186235	71.42733	0.254717	66.8488	0.3738192	60.38012	0.7643052	61.01537	0.8590786
ILMN_1692072	321.8021	0	375.5521	0	281.6566	0	321.2117	0	364.6789	0	533.3121	0	444.1247	0	377.5675	0	421.2563	0	424.2142	0
ILMN_1743506	96.81752	0	127.5448	0	127.0051	0	103.9889	0	133.8654	0	133.1746	0	104.6678	0	130.4628	0	123.6067	0	118.4904	0
ILMN_1652940	63.93627	0.3100671	76.33446	0.05284553	71.88485	0.1409396	75.53352	0.08760108	67.09581	0	66.78905	0.682861	67.62376	0.4622642	62.41113	0.6261808	87.25763	0	80.12366	0.1205962
ILMN_2050434	7160.424	0	9744.763	0	10215.9	0	12340.13	0	18347.57	0	18161.92	0	18363.17	0	18518.64	0	24045.71	0	21295.18	0
ILMN_1729450	88.58156	0	62.9806	0.6476965	78.44679	0.03624161	74.81596	0.09973046	88.65904	0	106.3177	0	93.31146	0	103.2518	0	90.28725	0	105.1333	0
ILMN_1657662	65.44958	0.2483221	62.50966	0.6761518	70.64477	0.1798658	66.52216	0.4218329	69.4956	0	96.93234	0	71.30932	0.2601078	77.78137	0.04993252	66.63416	0.4141689	96.22843	0
ILMN_1719986	555.5884	0	460.6039	0	433.7113	0	406.9023	0	956.8918	0	1564.233	0	1409.012	0	1207.99	0	1769.094	0	576.8906	0
ILMN_1806149	88.12365	0	71.9529	0.1531165	79.03325	0.03489933	72.18654	0.171159	64.92119	0	88.91629	0.02294197	78.00484	0.09703504	81.74136	0.01889339	70.29044	0.2234332	105.5611	0
ILMN_1815346	73.54171	0.0442953	80.02863	0.01897019	70.35797	0.1892617	89.51316	0	80.12822	0	103.5494	0	104.0415	0	93.41383	0	75.73506	0.09400545	92.95745	0.00406504
ILMN_1671055	84.64545	0	86.25005	0	80.36431	0.01610738	84.13696	0	69.37231	0	98.23804	0	92.89765	0	73.87391	0.09986505	81.92146	0.01771117	91.95203	0.00406504
ILMN_1744023	98.32137	0	86.63062	0	103.2804	0	109.6463	0	183.2694	0	319.7811	0	213.2649	0	250.4612	0	199.9409	0	159.6187	0
ILMN_1656189	55.83139	0.7798658	64.59275	0.5406504	63.35943	0.5355704	53.23542	0.9703504	71.25718	0	81.05453	0.1147099	78.30536	0.09164421	76.21988	0.06612685	75.54427	0.09673025	67.29177	0.5853658
ILMN_1744628	211.8843	0	179.4106	0	160.6368	0	155.7039	0	177.8577	0	279.0152	0	173.7945	0	216.7602	0	192.6365	0	310.9142	0
ILMN_1769550	73.42511	0.0442953	104.1238	0	102.3187	0	111.7542	0	65.90509	0	138.448	0	89.73749	0	92.33137	0	92.72361	0	103.534	0
ILMN_1801600	280.301	0	272.4455	0	226.7022	0	219.856	0	309.8969	0	505.8938	0	333.2723	0	382.1472	0	301.0784	0	391.7838	0
ILMN_1748907	61.64447	0.442953	76.16888	0.05555556	82.85787	0.006711409	104.3529	0	84.76205	0	145.9072	0	178.6997	0	107.6117	0	150.2544	0	105.3386	0
ILMN_1743095	66.901	0.1932886	76.481	0.0501355	72.69065	0.1194631	81.06866	0.009433962	68.44238	0	87.60209	0.02968961	86.15324	0.01212938	76.34666	0.06477733	81.59603	0.02043597	79.6084	0.1327913
ILMN_1668986	63.11201	0.3463087	63.78564	0.5880759	67.88651	0.2966443	67.72399	0.3436658	54.37178	1	72.55305	0.3765182	62.98398	0.7183288	60.66227	0.7246963	70.36931	0.2207084	68.3161	0.5189702
ILMN_1706893	59.65154	0.5543624	62.46984	0.6761518	66.13324	0.3932886	71.41568	0.1886792	62.66717	0	73.67804	0.3319838	74.43913	0.1549865	79.85259	0.03103914	70.13812	0.2275204	63.56294	0.7560976
ILMN_1759411	81.51715	0	99.89159	0	94.38555	0	116.0398	0	124.9616	0	224.7798	0	165.1498	0	140.4059	0	178.0114	0	124.0315	0
ILMN_1811181	112.1757	0	270.4271	0	209.9062	0	211.7979	0	521.8574	0	367.3887	0	501.8363	0	530.8034	0	454.2114	0	212.5577	0
ILMN_1668333	64.06761	0.3073826	76.07988	0.05691057	74.63314	0.08590604	79.15733	0.0309973	57.29304	1	68.67455	0.582996	74.63731	0.1495957	71.63633	0.1605938	59.8842	0.7970027	89.07074	0.01355014
ILMN_1787155	65.72604	0.2322148	67.15325	0.3915989	76.01498	0.06711409	76.68558	0.06469002	67.3546	0	65.30386	0.7381916	74.19648	0.1617251	69.86514	0.2334683	76.62791	0.07901908	68.90341	0.4850948
ILMN_1675013	60.9693	0.4738255	58.76693	0.8577236	58.43484	0.8026845	59.55046	0.8301887	67.80647	0	57.77336	0.954116	60.479	0.8153639	58.15471	0.8259109	63.07063	0.6089918	71.51604	0.3658537
ILMN_1796832	66.73705	0.2026846	65.25486	0.504065	66.16756	0.3919463	69.25848	0.2708895	70.06483	0	73.4472	0.3387314	76.24292	0.1226415	62.75919	0.6045884	76.31038	0.08174387	64.25854	0.7249323
ILMN_1741475	345.4034	0	334.063	0	247.6976	0	378.0968	0	361.618	0	792.6932	0	567.9212	0	498.3478	0	637.7878	0	450.2998	0
ILMN_1790781	85.70164	0	84.90854	0	77.16392	0.04832215	81.05437	0.009433962	98.77238	0	120.3725	0	81.42935	0.04043127	103.0465	0	105.661	0	145.6296	0
ILMN_1742813	88.351	0	88.10233	0	90.26492	0	82.00141	0.006738544	81.00847	0	132.3755	0	93.1376	0	92.6269	0	82.68277	0.01362398	120.9703	0
ILMN_1718866	210.5627	0	91.45232	0	66.63896	0.3651007	277.2739	0	1135.985	0	1998.066	0	683.2338	0	634.6317	0	664.0364	0	118.5533	0
ILMN_1791593	66.40007	0.2161074	74.42728	0.09214092	69.45771	0.2201342	72.52536	0.1590296	74.07626	0	92.15932	0.00539811	80.81039	0.04851752	73.76565	0.09986505	72.40552	0.1716621	81.82545	0.08672087
ILMN_1762883	155.0473	0	132.9137	0	129.2675	0	98.89719	0	142.0078	0	163.9552	0	129.7461	0	176.1218	0	121.2503	0	251.424	0
ILMN_1811779	164.8201	0	119.815	0	139.7593	0	108.535	0	234.9038	0	100.0071	0	178.5936	0	170.9781	0	203.4678	0	463.7092	0
ILMN_1738751	50.66629	0.938255	61.28373	0.7371274	60.71871	0.6979866	58.85807	0.861186	72.33814	0	100.2777	0	78.2495	0.09164421	77.46865	0.05128205	70.70715	0.2029973	84.89828	0.04336043
ILMN_1713884	104.0523	0	123.6525	0	99.11108	0	110.8745	0	153.2449	0	202.7654	0	144.3653	0	143.9146	0	147.5922	0	180.7115	0
ILMN_1688279	119.5323	0	81.5387	0.008130081	70.38404	0.1892617	134.1051	0	71.66801	0	117.8026	0	89.93465	0	128.5241	0	120.974	0	80.92547	0.101626
ILMN_1790537	217.0295	0	198.8156	0	172.4463	0	196.3767	0	194.1185	0	380.087	0	229.3171	0	337.4153	0	241.0864	0	233.4729	0
ILMN_1762098	56.94635	0.7114094	63.41177	0.6084011	79.06889	0.03489933	83.84491	0	61.55123	0	91.8603	0.00539811	73.35072	0.1832884	68.04362	0.3238866	72.2219	0.1730245	79.03719	0.1476965
ILMN_1660965	78.82307	0.01208054	130.1794	0	115.0253	0	97.3529	0	148.5496	0	116.6199	0	135.3838	0	114.3857	0	134.5108	0	163.4966	0
ILMN_1792681	479.1511	0	481.0192	0	379.4409	0	497.2162	0	372.213	0	588.0826	0	582.8812	0	601.452	0	432.0381	0	871.2327	0
ILMN_1658290	197.7074	0	218.463	0	177.4286	0	173.2431	0	192.2643	0	287.2943	0	254.1255	0	194.7088	0	231.5296	0	256.894	0
ILMN_1743785	49.32671	0.9637584	73.43455	0.1205962	54.46639	0.9328859	57.80432	0.8989218	53.27531	1	63.9989	0.7881241	62.99839	0.7169811	59.40531	0.7840756	54.69046	0.9495913	48.04588	1
ILMN_1690304	73.46479	0.0442953	74.26077	0.09756097	55.04472	0.9127517	76.36192	0.07008086	85.4136	0	118.142	0	143.4535	0	78.54039	0.0391363	93.32867	0	72.95378	0.3143632
ILMN_1714172	62.66919	0.3651007	57.05178	0.902439	53.48621	0.9530202	78.52521	0.04177897	59.5414	1	84.90883	0.05398111	55.72707	0.9690027	63.22029	0.5748988	67.99944	0.3256131	70.65153	0.4132791
ILMN_2094786	70.23352	0.09530202	89.72903	0	85.51971	0	84.52116	0	83.51697	0	93.94994	0.004048583	87.04337	0.006738544	81.99981	0.01754386	96.55912	0	115.3922	0
ILMN_1672960	60.01801	0.5275168	57.92865	0.8807588	56.76564	0.8644295	77.99622	0.0458221	58.8707	1	56.13551	0.9784076	61.87712	0.7641509	59.17645	0.7948718	73.36566	0.147139	57.42716	0.9593496
ILMN_1768975	58.18777	0.6590604	59.52232	0.8224932	69.01006	0.2442953	61.29755	0.7560647	65.94688	0	69.15699	0.5560054	74.02888	0.1657682	81.42215	0.02024291	77.26888	0.07084469	86.81552	0.02574526
ILMN_1691111	119.8291	0	114.4273	0	106.4235	0	138.5474	0	166.7923	0	221.1915	0	207.6538	0	138.0677	0	148.9109	0	161.214	0
ILMN_1685176	87.83161	0	87.45782	0	81.60692	0.01073826	109.3582	0	77.15244	0	105.4073	0	88.27524	0	97.69884	0	73.59885	0.140327	117.2208	0
ILMN_1664009	61.1775	0.4630873	72.05167	0.1490515	64.17898	0.4912752	59.76323	0.8167116	54.17528	1	75.99136	0.2334683	77.60381	0.1024259	76.37126	0.0634278	58.32007	0.8501362	57.78753	0.9539295
ILMN_2046943	59.83783	0.5409396	58.91626	0.8455285	54.9725	0.914094	61.16524	0.7587601	67.58649	0	71.40191	0.4291498	65.15976	0.6226415	65.91202	0.4264507	57.29338	0.893733	65.6357	0.6734417
ILMN_1806256	58.58108	0.6228188	72.07928	0.1476965	65.67794	0.4147651	65.46233	0.4892183	72.30935	0	87.15881	0.03103914	87.49704	0.005390835	79.80379	0.03238866	72.36197	0.1716621	78.01459	0.1626016
ILMN_1766706	82.55939	0	70.23221	0.2222222	64.68855	0.4684564	75.6297	0.08355795	62.49976	0	57.55022	0.9554656	66.63181	0.5242587	67.64754	0.3441296	64.40668	0.5422344	75.83157	0.2127371
ILMN_1660412	80.28438	0.002684564	88.96453	0	77.18481	0.04832215	86.38353	0	119.6185	0	157.1915	0	141.3356	0	126.5975	0	133.6836	0	133.5176	0
ILMN_1724064	64.40051	0.2966443	65.98024	0.4566396	64.20145	0.4912752	70.57028	0.2277628	68.38194	0	79.65422	0.1417004	57.75785	0.9231806	65.3114	0.4601889	62.14174	0.660763	91.21165	0.005420054
ILMN_1679403	49.9051	0.9516779	66.64259	0.4200542	66.1678	0.3919463	64.01842	0.5916442	68.58123	0	69.38313	0.5492578	73.45564	0.1819407	77.07914	0.05398111	65.64744	0.4700272	80.43506	0.1097561
ILMN_1694759	199.2754	0	159.6994	0	116.3502	0	125.4864	0	215.6552	0	477.5143	0	314.614	0	287.761	0	298.432	0	234.099	0
ILMN_1790951	271.9262	0	182.4588	0	193.5671	0	210.3517	0	327.2738	0	502.1286	0	355.5046	0	377.0129	0	328.3421	0	368.6509	0
ILMN_1796793	93.82317	0	96.59641	0	91.69759	0	95.43487	0	116.9502	0	162.0534	0	153.6983	0	119.3565	0	146.6941	0	158.7424	0
ILMN_1784299	265.7248	0	203.7403	0	231.4784	0	207.8896	0	448.2415	0	865.8374	0	458.9815	0	482.2379	0	475.6118	0	654.7299	0
ILMN_2193233	80.21227	0.002684564	83.06621	0.00406504	79.13219	0.03489933	72.72063	0.1563342	76.22246	0	95.52917	0	103.8256	0	76.7383	0.05937922	100.1642	0	106.472	0
ILMN_1662878	67.32722	0.1758389	65.87901	0.4647697	64.1082	0.4926175	74.82575	0.09973046	66.9184	0	74.1309	0.3157895	71.65252	0.2425876	75.62246	0.07287449	65.25591	0.4850136	75.42673	0.2371274
ILMN_1668984	64.50994	0.2912752	80.48493	0.01355014	71.94086	0.1409396	74.53449	0.106469	59.41277	1	74.04824	0.3184885	83.19781	0.02560647	68.78901	0.2887989	62.53634	0.633515	67.38544	0.5745258
ILMN_2161007	7833.167	0	7994.199	0	7897.271	0	8844.444	0	15900.67	0	14900	0	14404.71	0	11009.12	0	19422.19	0	18401.81	0
ILMN_1668713	86.19971	0	82.05499	0.005420054	80.70621	0.0147651	99.06323	0	107.6255	0	110.6805	0	102.7589	0	110.9672	0	118.2726	0	106.0787	0
ILMN_1656420	196.2606	0	332.1762	0	172.8388	0	189.7124	0	261.201	0	334.0741	0	460.2275	0	330.2034	0	311.2749	0	300.4302	0
ILMN_1757631	109.3569	0	146.6039	0	94.95088	0	132.7149	0	135.6547	0	137.9613	0	129.6539	0	90.38311	0	123.4011	0	145.4102	0
ILMN_1745329	837.3881	0	1105.119	0	832.0609	0	1061.446	0	1148.728	0	1974.812	0	1675.893	0	1421.041	0	1606.267	0	1489.614	0
ILMN_1698427	73.61366	0.0442953	95.71768	0	76.91685	0.05637584	65.11086	0.5188679	82.82806	0	99.93803	0	84.59989	0.02156334	89.31125	0	91.4915	0	109.1371	0
ILMN_2263144	120.4439	0	121.1487	0	98.34648	0	99.61183	0	121.6957	0	225.733	0	161.9158	0	158.7182	0	128.2389	0	144.993	0
ILMN_1722674	81.56909	0	101.4009	0	93.26096	0	92.39322	0	94.74407	0	136.6739	0	103.9417	0	105.5561	0	101.8831	0	122.9634	0
ILMN_1709630	73.5304	0.0442953	93.57243	0	96.17769	0	81.24695	0.008086253	109.4611	0	138.8566	0	134.8186	0	123.602	0	117.0157	0	105.1425	0
ILMN_2410965	565.6512	0	453.6271	0	417.4072	0	738.2018	0	668.8698	0	1172.134	0	1379.415	0	745.5475	0	701.7313	0	727.523	0
ILMN_2296284	46.219	0.9919463	55.77847	0.9417344	58.78668	0.7865772	49.17604	0.9932615	58.40298	1	73.31152	0.34278	54.49551	0.9797844	59.39997	0.7840756	60.31747	0.7697548	70.91451	0.3956639
ILMN_1806828	201.5152	0	145.7167	0	159.7152	0	218.817	0	189.8139	0	266.3342	0	249.094	0	229.3615	0	191.3583	0	188.1053	0
ILMN_1732089	806.0577	0	561.5798	0	533.2438	0	818.9496	0	944.7749	0	1697.152	0	2057.211	0	1405.908	0	1051.209	0	990.9581	0
ILMN_1815951	62.46051	0.3744966	66.61129	0.4214092	66.33119	0.3812081	64.11183	0.583558	75.75102	0	68.23314	0.6059379	82.86136	0.02560647	84.56276	0.00539811	73.26648	0.147139	85.38348	0.04336043
ILMN_1745779	152.0573	0	104.0499	0	112.9414	0	119.6442	0	108.305	0	249.3446	0	128.5672	0	135.9962	0	147.1787	0	178.059	0
ILMN_1700955	650.9323	0	603.8859	0	437.2204	0	517.0898	0	505.6693	0	1024.827	0	646.9822	0	530.846	0	605.8405	0	888.1234	0
ILMN_1807580	53.21368	0.8765101	58.45174	0.8699187	66.11073	0.3932886	61.16351	0.7587601	61.63599	0	81.41185	0.1133603	73.808	0.171159	61.95589	0.659919	70.11206	0.2302452	70.38601	0.4227642
ILMN_1656193	61.59326	0.4456376	54.66036	0.9579946	62.18982	0.6080537	59.50029	0.8342318	61.66001	0	54.21807	0.9919028	54.85927	0.9770889	62.20306	0.6356275	64.07231	0.5613079	56.45069	0.9701897
ILMN_1675767	47.76608	0.9825503	63.66429	0.5934959	57.35177	0.8389262	73.94903	0.1212938	52.69487	1	57.11926	0.9608637	63.52661	0.6900269	67.73186	0.34278	60.12935	0.7847412	65.27426	0.6856369
ILMN_1710553	57.92364	0.6724832	73.54675	0.1178862	62.68649	0.5785235	63.54083	0.6280323	63.20944	0	71.59907	0.4197031	65.50581	0.6024259	62.78269	0.6005398	61.27449	0.7207084	76.94625	0.1937669
ILMN_1765620	56.74259	0.7315436	77.62992	0.03523035	70.35323	0.1892617	79.56451	0.02964959	61.55867	0	75.96812	0.2334683	61.51681	0.7803234	69.45899	0.2564103	65.59013	0.472752	76.02264	0.2086721
ILMN_1663068	67.59515	0.1597315	56.94028	0.9037941	65.7654	0.4120805	70.49442	0.2277628	67.56928	0	189.2719	0	296.7411	0	56.19968	0.8987854	378.6767	0	83.788	0.0501355
ILMN_1691702	119.02	0	143.8776	0	110.7705	0	105.8055	0	140.5081	0	150.6906	0	137.2313	0	185.9497	0	196.2692	0	164.5647	0
ILMN_1667720	53.8489	0.8563758	64.29401	0.5609756	59.79626	0.7355705	60.96037	0.7708895	54.02636	1	73.17268	0.3549258	74.53325	0.1509434	60.82269	0.7152497	72.47594	0.1702997	71.80725	0.3577236
ILMN_1757636	150.7921	0	75.47078	0.06775068	124.6394	0	111.5393	0	115.2082	0	234.7524	0	152.7801	0	200.7961	0	120.0735	0	127.7796	0
ILMN_1688126	72.05611	0.0590604	75.37108	0.06775068	70.77101	0.1771812	84.42165	0	78.49002	0	80.66235	0.1187584	74.74866	0.1469003	82.65747	0.01619433	72.82865	0.1566758	91.68472	0.00406504
ILMN_1659029	162.9058	0	195.1697	0	170.0161	0	177.5596	0	195.8862	0	245.9738	0	206.8282	0	227.0559	0	196.53	0	236.9477	0
ILMN_1735502	76.89355	0.02147651	72.70747	0.1341463	68.03807	0.2885906	74.3842	0.1118598	61.6571	0	76.2799	0.219973	72.16714	0.2210243	70.18071	0.2226721	71.35893	0.1893733	98.04439	0
ILMN_1788629	61.6697	0.442953	76.1512	0.05555556	62.89701	0.5677853	63.28057	0.6455526	69.2734	0	102.979	0	76.22698	0.1239892	83.99712	0.009446694	83.26884	0.006811989	94.32367	0
ILMN_1661735	60.85027	0.4778523	63.67842	0.5934959	68.15261	0.285906	62.14813	0.7210243	57.739	1	70.25065	0.4993252	60.91713	0.8005391	58.85947	0.8070176	52.19201	0.986376	71.41962	0.3658537
ILMN_1745765	62.65686	0.3651007	61.19552	0.7466125	69.29118	0.2322148	62.37421	0.6994609	59.99979	1	71.75592	0.414305	61.55132	0.7803234	69.11967	0.2739541	73.43954	0.1444142	81.49017	0.08672087
ILMN_1713686	103.2723	0	121.4741	0	115.8515	0	100.5786	0	406.3225	0	768.6886	0	484.9307	0	218.872	0	521.8504	0	132.3394	0
ILMN_1708398	61.08506	0.4671141	64.63126	0.5392954	59.95181	0.7288591	57.76754	0.9002696	62.77308	0	64.66183	0.7624831	71.4007	0.2560647	62.2854	0.6302294	63.36084	0.5899183	70.42377	0.4214092
ILMN_1792296	48.82874	0.9718121	51.21542	0.9878049	52.59972	0.9664429	62.63456	0.6832884	57.11384	1	75.25903	0.2564103	66.09444	0.5552561	58.02343	0.8326586	62.39515	0.6430517	73.82946	0.2845528
ILMN_1730964	58.14328	0.6590604	53.48432	0.9688347	58.58304	0.7973154	66.48849	0.4245283	65.06747	0	94.61173	0	70.61928	0.2857143	72.78175	0.1282051	75.74017	0.09400545	87.53524	0.0203252
ILMN_1749234	57.25172	0.6979866	65.05341	0.5216802	64.25692	0.4872483	57.88107	0.8948787	61.82707	0	63.05787	0.8299595	66.89578	0.5080863	52.28973	0.9784076	64.20319	0.5531335	54.1025	0.9932249
ILMN_1658111	61.3159	0.4590604	55.82767	0.9390244	60.76989	0.6939597	77.87357	0.04716981	56.23532	1	69.58057	0.5384616	67.01626	0.5040431	58.22276	0.8259109	66.14531	0.4441417	68.76015	0.4891599
ILMN_1701376	54.1262	0.8442953	61.43191	0.7276423	55.16935	0.9087248	62.22724	0.712938	64.09845	0	66.02579	0.7071525	66.16194	0.5525606	75.11153	0.08367071	64.0231	0.5653951	67.24251	0.5880759
ILMN_1769112	52.37981	0.8993289	70.17082	0.2249323	65.17562	0.4362416	74.94771	0.09838275	50.97541	1	74.68024	0.291498	67.30412	0.4797844	58.10184	0.8272604	69.08375	0.26703	58.94217	0.9281843
ILMN_1791461	53.07295	0.8805369	65.23055	0.5081301	63.91652	0.504698	63.73452	0.6185984	56.77627	1	70.6861	0.4763833	57.87203	0.9218329	62.17016	0.6396761	78.27215	0.05585831	82.7891	0.06504065
ILMN_1653836	83.07059	0	93.41647	0	72.83839	0.1154362	97.83345	0	101.1829	0	149.8145	0	113.4698	0	123.0529	0	106.6975	0	83.56335	0.05555556
ILMN_1670545	64.64391	0.2818792	67.02792	0.3956639	74.36513	0.08859061	58.98913	0.8557951	70.84469	0	76.03018	0.2307692	81.58021	0.03908356	59.13256	0.7975708	75.92637	0.08583106	75.57375	0.2317073
ILMN_1665714	61.08436	0.4671141	62.43786	0.6775068	65.97195	0.3986577	62.28323	0.7088949	56.16932	1	69.74162	0.5263158	60.96827	0.7978437	49.91499	0.9946019	61.69599	0.6961853	62.30408	0.8130081
ILMN_1768007	65.47938	0.2442953	73.23486	0.1260163	75.59742	0.07516778	71.55924	0.1859838	69.46382	0	66.63141	0.6869096	74.67612	0.148248	69.55808	0.2510121	60.05806	0.7861035	75.66017	0.2289973
ILMN_1663417	53.60701	0.8657718	55.58587	0.9457995	63.9707	0.4993289	62.57437	0.6886792	68.05415	0	75.95713	0.2348178	77.47826	0.1024259	63.70861	0.5425101	64.96227	0.5027248	72.9416	0.3143632
ILMN_1754241	64.56954	0.2872483	68.06641	0.3306233	74.03484	0.08993289	69.35209	0.2668464	55.08559	1	66.47812	0.6909581	79.01871	0.08355795	67.20512	0.3643725	77.01461	0.07220709	74.20065	0.2723577
