# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).																				
# The Matrix table should include non-normalized signal count data and detectip p-value																				
"# Values that should be disregarded may either be left blank or labeled as ""null""."																				
	GSM998606		GSM998607		GSM998608		GSM998609		GSM998610		GSM998611		GSM998612		GSM998613		GSM998614		GSM998615	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	SAMPLE 9	Detection Pval	SAMPLE 10	Detection Pval
ILMN_2096985	61.63723	0.4442953	62.68288	0.6612466	61.69511	0.6308725	62.82918	0.6792453	71.23467	0	76.46341	0.2159244	100.0043	0	70.35578	0.2105263	93.12071	0	90.3167	0.006775068
ILMN_1687508	1252.209	0	576.1414	0	828.0328	0	592.9573	0	806.7761	0	867.4065	0	664.2524	0	817.4689	0	634.5587	0	1631.375	0
ILMN_1763461	2025.58	0	1129.287	0	1584.227	0	772.4834	0	1086.356	0	1333.644	0	781.8184	0	1405.919	0	690.6158	0	2608.37	0
ILMN_2365176	63.11806	0.3463087	78.43358	0.02845529	79.52921	0.02684564	78.9081	0.03369272	83.5505	0	77.73409	0.1821862	99.45837	0	87.93929	0	89.00396	0	96.08366	0
ILMN_1681938	55.19631	0.8080537	59.06469	0.8455285	56.59739	0.8684564	57.69147	0.9016172	55.21434	1	61.59691	0.877193	68.79335	0.4029649	63.31697	0.5668016	62.21396	0.6553134	62.90509	0.7831978
ILMN_1699258	55.2368	0.8067114	67.11555	0.3915989	64.99671	0.4469799	65.73152	0.4663073	59.03094	1	73.30447	0.34278	74.74242	0.1469003	76.55566	0.06072874	69.11373	0.2629428	70.27967	0.4268293
ILMN_1761804	6479.813	0	4107.156	0	5284.922	0	2917.462	0	5172.205	0	8177.009	0	5048.527	0	4505.182	0	4158.085	0	6287.036	0
ILMN_1681374	70.73485	0.08456376	68.30185	0.3211382	71.61897	0.1557047	71.43147	0.1873315	64.98988	0	72.27708	0.3900135	58.25062	0.9097035	72.67986	0.1309042	76.99373	0.07220709	69.4082	0.4620596
ILMN_1736700	1577.763	0	1945.036	0	1935.267	0	1248.367	0	1028.073	0	1641.867	0	662.8828	0	2266.174	0	802.7295	0	2991.13	0
ILMN_2251253	57.25883	0.6966443	57.52351	0.8875339	60.95842	0.6818792	60.25214	0.7951483	63.40654	0	65.7131	0.7219973	85.01684	0.01886792	82.98463	0.0148448	60.25036	0.7752044	77.92079	0.1639566
ILMN_1741148	4663.126	0	4545.669	0	3731.377	0	2956.177	0	3187.407	0	5613.595	0	2438.083	0	5738.997	0	3255	0	6930.133	0
ILMN_1747716	88.57813	0	88.28527	0	90.45758	0	93.67046	0	130.2573	0	121.6526	0	179.281	0	133.6609	0	202.9339	0	149.1979	0
ILMN_1755974	410.8208	0	442.1619	0	217.2465	0	935.5691	0	569.3683	0	1544.382	0	439.5622	0	912.5919	0	751.6698	0	397.4506	0
ILMN_1681616	68.55665	0.1328859	75.44164	0.06775068	82.48524	0.009395973	73.73627	0.1280323	68.68987	0	73.69612	0.3306343	74.69626	0.1469003	74.08057	0.09716599	75.43758	0.1008174	79.64004	0.1314363
ILMN_1716041	63.5078	0.3315436	74.92825	0.08265582	87.86725	0	78.4575	0.04312668	76.8866	0	81.67554	0.1079622	61.16481	0.787062	61.19238	0.6990553	74.01945	0.1253406	76.86726	0.1951219
ILMN_1682943	52.02844	0.9060403	60.94587	0.7588076	51.78484	0.9744967	52.92591	0.9757413	54.43759	1	77.11539	0.2037787	54.9117	0.9770889	61.74722	0.6747639	67.56773	0.3542234	59.84311	0.898374
ILMN_1718093	90.07968	0	73.93356	0.1111111	67.10804	0.3275168	70.90089	0.212938	79.86207	0	82.40375	0.09311741	89.4697	0	103.2611	0	70.96091	0.1989101	105.2406	0
ILMN_1730304	80.00751	0.005369128	66.88567	0.4037941	61.09888	0.6738255	70.8266	0.2142857	77.21449	0	77.3235	0.194332	74.93061	0.1442049	68.75329	0.2901484	64.7011	0.520436	71.1649	0.3807588
ILMN_1660856	125.2933	0	99.37395	0	98.31792	0	113.8627	0	103.4095	0	154.775	0	107.3115	0	122.6088	0	115.9047	0	137.5686	0
ILMN_2120982	93.87328	0	70.98334	0.1883469	63.34985	0.5355704	98.45191	0	159.9579	0	87.23564	0.03103914	90.51141	0	98.78883	0	84.26094	0.006811989	104.4569	0
ILMN_1743995	79.04583	0.01073826	94.4697	0	92.30097	0	84.47611	0	101.1519	0	107.9232	0	96.53745	0	96.52021	0	97.22133	0	110.6276	0
ILMN_2147503	64.52988	0.2912752	55.92331	0.9322493	64.54508	0.4738255	74.17573	0.1145553	53.47033	1	69.6552	0.5290148	75.77042	0.1347709	71.0553	0.1862348	69.23945	0.2615804	71.1456	0.3834688
ILMN_1761456	348.1487	0	235.9891	0	173.2286	0	178.7321	0	146.1889	0	340.7733	0	169.1233	0	271.0823	0	144.7947	0	283.2351	0
ILMN_1743635	190.7807	0	156.4976	0	120.9592	0	126.0539	0	130.9799	0	192.8586	0	113.1359	0	123.2216	0	122.9927	0	168.3411	0
ILMN_2191822	141.0697	0	109.8213	0	81.91163	0.01073826	87.82153	0	79.40626	0	156.283	0	88.47724	0	94.49636	0	85.21181	0.002724796	130.4873	0
ILMN_1737945	83.69371	0	87.9189	0	76.98579	0.05369128	86.19241	0	72.51418	0	100.9009	0	78.70502	0.08625337	71.73123	0.1565452	75.49549	0.09809265	68.69658	0.4918699
ILMN_1722688	93.52979	0	100.6701	0	94.52946	0	89.91965	0	87.34606	0	104.5167	0	93.15376	0	81.23051	0.02024291	87.41013	0	108.6642	0
ILMN_1711886	474.3959	0	471.2116	0	399.9854	0	347.4492	0	444.8584	0	718.8488	0	481.117	0	599.6359	0	514.1847	0	908.2501	0
ILMN_1806845	63.05518	0.347651	60.97372	0.7588076	69.61155	0.2147651	71.04337	0.2075472	57.67538	1	82.18462	0.09311741	63.99099	0.6684636	76.01981	0.06747638	65.66917	0.4686649	82.68179	0.06775068
ILMN_1664449	226.1654	0	175.9152	0	166.722	0	206.5099	0	244.9785	0	384.3504	0	268.4125	0	354.0204	0	268.7065	0	416.2575	0
ILMN_1771411	251.7523	0	210.8627	0	178.349	0	205.2881	0	235.8855	0	475.1455	0	365.5794	0	358.3052	0	246.0867	0	345.3451	0
ILMN_2365686	208.8995	0	160.1234	0	150.2319	0	176.5771	0	181.1206	0	358.313	0	238.2722	0	302.1803	0	201.7352	0	299.7453	0
ILMN_2271014	65.2068	0.2563758	65.07088	0.5216802	57.32579	0.8402684	59.76359	0.8167116	66.32816	0	71.16871	0.439946	65.00715	0.6280323	71.4667	0.1659919	73.56656	0.140327	66.98736	0.604336
ILMN_1685413	373.4259	0	402.1254	0	289.5049	0	335.2209	0	344.6787	0	608.0469	0	436.1482	0	600.5759	0	359.7322	0	562.5408	0
ILMN_1732809	303.4596	0	309.0445	0	238.0618	0	268.8624	0	357.3133	0	495.3912	0	325.0075	0	358.107	0	359.3047	0	361.1288	0
ILMN_1753135	65.13342	0.2590604	76.6614	0.04607046	70.80701	0.1771812	73.66125	0.1307278	61.91459	0	78.15665	0.17139	75.19006	0.1415094	70.85429	0.1956815	75.27158	0.106267	81.52852	0.08672087
ILMN_1758038	112.6092	0	127.8436	0	100.9893	0	125.1039	0	121.1804	0	248.1436	0	141.3429	0	160.8784	0	133.1645	0	159.4341	0
ILMN_2276750	77.50439	0.01610738	66.95004	0.401084	78.15505	0.03892617	71.36704	0.1913747	54.95686	1	75.74363	0.2388664	82.91121	0.02560647	71.81132	0.1538462	73.19386	0.1485014	71.88924	0.3563686
ILMN_2375973	142.3064	0	111.1771	0	99.01874	0	122.9418	0	116.0589	0	264.6727	0	155.3418	0	177.9672	0	132.4812	0	109.3767	0
ILMN_1690252	297.2191	0	434.058	0	310.5193	0	318.9825	0	464.887	0	438.5623	0	425.5785	0	463.9115	0	394.1846	0	510.0546	0
ILMN_2134062	495.1591	0	442.1502	0	318.6784	0	422.9771	0	345.0474	0	620.4494	0	375.9189	0	525.3011	0	380.6664	0	538.059	0
ILMN_1805673	81.1669	0	102.2006	0	100.4211	0	87.92284	0	113.1036	0	134.1701	0	89.21491	0	109.9728	0	126.0239	0	131.9167	0
ILMN_1657283	2798.391	0	2534.698	0	1946.352	0	2711.904	0	2450.28	0	4753.561	0	2958.416	0	3290.655	0	3887.379	0	3223.412	0
ILMN_1808792	170.5571	0	156.3891	0	165.1646	0	175.3758	0	172.8346	0	251.6484	0	228.6638	0	200.1561	0	217.3873	0	238.3014	0
ILMN_1761764	258.7748	0	188.9273	0	231.4022	0	151.9971	0	209.8073	0	372.6988	0	211.5876	0	237.9743	0	161.6485	0	348.7751	0
ILMN_1779190	91.8185	0	121.9917	0	107.1925	0	115.8257	0	141.5454	0	155.4324	0	148.6649	0	127.9778	0	145.5564	0	108.4202	0
ILMN_1796946	60.01995	0.5275168	56.66578	0.9105691	61.20961	0.6590604	82.76187	0.004043126	64.61526	0	66.10828	0.7031039	61.22059	0.7857143	66.95969	0.368421	73.19726	0.1485014	62.76906	0.7926829
ILMN_1784583	64.57867	0.285906	68.84412	0.2940379	69.98392	0.2053691	63.82488	0.6105121	57.91307	1	64.63581	0.7624831	56.17453	0.9636118	77.43227	0.05398111	66.12706	0.4482289	63.36137	0.7615176
ILMN_1681046	57.05386	0.7006711	72.46318	0.1382114	70.57247	0.1852349	68.63636	0.3059299	65.173	0	77.25443	0.1997301	76.27672	0.1226415	69.38081	0.2618084	75.69005	0.09536785	86.02019	0.03252032
ILMN_1709474	105.9657	0	114.7063	0	105.7858	0	111.1226	0	106.7954	0	139.9216	0	130.0024	0	117.6224	0	133.3564	0	131.9982	0
ILMN_1713731	141.9885	0	138.9384	0	98.83801	0	115.9137	0	213.7949	0	999.4782	0	491.7604	0	343.21	0	222.55	0	198.5268	0
ILMN_1692332	4292.696	0	3150.617	0	1652.154	0	1728.044	0	2697.539	0	3909.672	0	2897.567	0	2781.446	0	2018.185	0	5215.502	0
ILMN_2137544	69.66863	0.1087248	83.59513	0.002710027	58.59196	0.7959732	70.27666	0.2331536	58.86734	1	89.36733	0.01889339	68.12427	0.4299191	81.4233	0.02024291	75.48704	0.09809265	67.08211	0.5962059
ILMN_1735987	66.64708	0.209396	79.29611	0.02303523	67.07996	0.3315436	65.63251	0.4743935	67.58147	0	79.71358	0.1403509	69.10802	0.3800539	66.30972	0.4075574	62.49209	0.6362398	77.76758	0.1653116
ILMN_1676042	85.63831	0	70.56982	0.2073171	93.13286	0	69.4445	0.2654986	84.77943	0	144.1852	0	103.1563	0	75.79942	0.06882591	71.3329	0.1893733	74.24977	0.2723577
ILMN_1783443	79.05967	0.01073826	69.0561	0.2777778	66.29109	0.3838926	65.30094	0.5	68.03078	0	91.54241	0.006747638	75.36118	0.1401617	70.64702	0.2010796	75.0544	0.1089918	69.8531	0.4376694
ILMN_1729320	59.89791	0.5315436	68.33569	0.3184282	66.97511	0.3355705	60.92279	0.7722372	67.97725	0	75.86571	0.2348178	71.82289	0.2318059	66.16368	0.414305	68.46487	0.2929155	74.94633	0.2533875
ILMN_2403534	60.38079	0.5087248	76.11745	0.05691057	63.22051	0.5422819	65.52609	0.4838275	68.5289	0	77.19678	0.1997301	69.2736	0.3625337	51.00008	0.9919028	64.85341	0.5095368	75.62267	0.2317073
ILMN_2276904	65.99406	0.2268456	64.97785	0.5271003	95.00975	0	77.96055	0.0458221	58.53818	1	90.57087	0.0148448	66.61677	0.5256065	68.47139	0.3022942	68.0745	0.3147139	106.4704	0
ILMN_1751975	74.8407	0.04026845	65.17262	0.5135502	92.20807	0	55.92405	0.9380054	77.88134	0	87.81949	0.02834008	108.9675	0	81.97823	0.01754386	80.9191	0.02452316	203.2318	0
ILMN_2393149	200.863	0	102.6522	0	229.7437	0	104.2496	0	137.253	0	130.1549	0	145.4914	0	128.7749	0	110.3874	0	479.9701	0
ILMN_1680996	561.597	0	453.7778	0	412.2144	0	586.6681	0	764.1561	0	1248.657	0	1815.259	0	453.4835	0	665.3154	0	402.4341	0
ILMN_1792150	63.5043	0.3315436	64.52715	0.5501355	66.58267	0.3677852	62.15505	0.7183288	60.39662	1	74.93312	0.271255	72.07529	0.2264151	61.57669	0.6882591	68.96482	0.2724796	73.25282	0.300813
ILMN_1651466	57.89462	0.6724832	68.87259	0.2926829	65.50657	0.4214765	74.43243	0.1105121	60.06301	1	73.91669	0.3225371	66.43503	0.5336927	58.22677	0.8259109	54.54944	0.9550409	52.23355	0.995935
ILMN_1797875	1691.074	0	641.8463	0	756.7633	0	1031.503	0	326.803	0	1314.81	0	1987.444	0	1989.838	0	1413.868	0	1000.835	0
ILMN_1678255	1187.703	0	731.5974	0	466.2142	0	591.9326	0	1031.073	0	1710.819	0	1119.733	0	691.1349	0	809.4838	0	1227.517	0
ILMN_1752669	63.94153	0.3100671	72.85804	0.1314363	67.78834	0.2993289	74.45154	0.1091644	85.77753	0	79.24287	0.1484481	69.65292	0.3396226	70.96667	0.1902834	84.29026	0.006811989	83.28928	0.0596206
ILMN_2078697	313.7272	0	322.0583	0	223.3463	0	316.8612	0	281.9597	0	507.4706	0	376.9453	0	293.6731	0	353.1318	0	297.4117	0
ILMN_1734630	58.16035	0.6590604	61.40976	0.7289973	61.86085	0.6174496	59.94687	0.8059299	61.81503	0	94.16895	0.004048583	65.50703	0.6024259	69.70829	0.2402159	59.6248	0.8106267	82.98778	0.06233062
ILMN_1701603	93.82009	0	126.3807	0	58.09071	0.8161074	74.71234	0.1037736	80.61814	0	97.98218	0	88.88546	0	95.81934	0	78.02709	0.05722071	140.5518	0
ILMN_1693789	1126.355	0	1428.601	0	1898.766	0	1835.77	0	3632.865	0	2988.408	0	3629.089	0	2424.635	0	5605.879	0	4694.738	0
ILMN_1801851	62.2086	0.3959731	64.87571	0.5298103	63.68217	0.5194631	66.89475	0.393531	80.34953	0	71.9611	0.4048583	74.21502	0.1617251	71.94795	0.1497976	67.26508	0.373297	83.60598	0.05555556
ILMN_1750256	282.6957	0	269.5178	0	194.6759	0	266.4986	0	312.4946	0	601.1044	0	498.5973	0	473.4192	0	361.5432	0	380.5884	0
ILMN_1700596	83.80797	0	83.68335	0.002710027	68.04351	0.2885906	80.59306	0.01347709	89.23526	0	82.25305	0.09311741	104.7788	0	76.95896	0.05398111	100.477	0	85.19667	0.04336043
ILMN_1702322	240.6161	0	330.1195	0	339.0149	0	266.5002	0	516.1641	0	444.1912	0	509.7486	0	339.2467	0	544.6476	0	375.5194	0
ILMN_1690636	63.2486	0.3436242	82.18697	0.005420054	72.21033	0.1328859	59.46203	0.8355795	52.76897	1	65.73547	0.7206478	72.55129	0.2075472	71.24986	0.1754386	66.14749	0.4441417	65.76295	0.6612466
ILMN_1792449	63.97317	0.3100671	71.91904	0.1531165	64.69135	0.4684564	72.24537	0.171159	61.82563	0	65.51806	0.7300945	65.19176	0.6185984	64.47635	0.5033738	60.49512	0.7574932	68.86339	0.4878049
ILMN_1765674	39.79306	1	58.40218	0.8712737	57.22332	0.8469799	57.58629	0.9016172	50.42148	1	53.70145	0.9946019	63.93342	0.671159	54.64617	0.9446694	65.65057	0.4700272	53.42108	0.99458
ILMN_1739942	457.2531	0	527.1179	0	315.5051	0	717.3669	0	525.3949	0	1498.086	0	869.1277	0	799.9707	0	759.2947	0	707.0518	0
ILMN_2290877	61.94157	0.4201342	70.09441	0.2262873	59.23381	0.7677853	67.70738	0.3436658	64.30075	0	78.94472	0.1484481	70.50673	0.2897574	66.69571	0.3805668	67.6077	0.3542234	63.9364	0.7384824
ILMN_2400854	62.68195	0.3651007	73.01037	0.1300813	65.74826	0.4120805	71.63177	0.1859838	69.1635	0	81.35855	0.1133603	65.61073	0.5956873	68.58595	0.2982456	66.24743	0.4373297	68.07751	0.5392954
ILMN_1787314	133.973	0	188.7588	0	197.6416	0	238.6443	0	301.4428	0	178.562	0	265.6184	0	198.8042	0	344.962	0	327.7756	0
ILMN_1766366	58.97321	0.6026846	60.65644	0.7682927	67.58759	0.3114094	57.33422	0.9070081	60.17495	1	67.6557	0.6288799	87.15488	0.006738544	69.1045	0.2766532	83.91376	0.006811989	72.22049	0.3387534
ILMN_1663897	74.6706	0.04026845	65.2997	0.498645	89.52744	0	82.33253	0.005390835	83.62745	0	127.446	0	93.24232	0	112.1889	0	104.4969	0	80.03535	0.1219512
ILMN_1652461	63.13327	0.3463087	67.83794	0.3455285	63.96709	0.4993289	74.03902	0.1172507	81.14204	0	75.46146	0.245614	70.52697	0.2897574	72.40254	0.1390014	72.59323	0.1662125	75.6514	0.2303523
ILMN_1701386	118.5854	0	117.8542	0	89.61972	0	99.59779	0	118.1712	0	216.1791	0	165.842	0	164.0541	0	130.1001	0	144.7769	0
ILMN_1800958	533.9346	0	490.9507	0	327.8466	0	452.1891	0	516.6506	0	1181.104	0	532.8837	0	543.7822	0	528.5308	0	580.2532	0
ILMN_1807771	58.08035	0.6671141	57.59172	0.8848239	69.1438	0.2416107	63.75344	0.615903	58.84915	1	68.62159	0.5870445	66.00545	0.5619946	53.64925	0.9649123	75.61737	0.09536785	71.99644	0.3523035
ILMN_2216008	58.04691	0.6671141	62.93632	0.6490515	60.45886	0.7073826	59.78794	0.8153639	65.78469	0	60.02506	0.9190283	73.13515	0.190027	66.96379	0.368421	61.13485	0.7275204	69.60879	0.4498645
ILMN_1760889	76.47587	0.02550336	74.36784	0.09349594	65.95327	0.4	74.76179	0.1037736	75.12353	0	83.66596	0.06207827	89.46384	0	76.03453	0.06747638	66.35968	0.4291553	73.38498	0.298103
ILMN_2191902	61.97359	0.4174497	62.56662	0.6693767	60.8839	0.6939597	62.30844	0.7061995	55.28512	1	71.35339	0.4318489	66.7106	0.5175202	63.0406	0.5802969	66.00832	0.4523161	66.13294	0.6463414
ILMN_1729325	78.94152	0.01208054	74.4772	0.09078591	71.16514	0.1691275	67.9519	0.3369272	71.28864	0	68.80125	0.5748988	62.66679	0.7318059	70.0797	0.2294197	72.56888	0.1662125	87.19023	0.02303523
ILMN_1803384	53.99163	0.8496644	60.27174	0.7804878	56.56553	0.8697987	57.69627	0.9002696	56.29991	1	66.44536	0.6909581	51.43319	0.9959569	59.87429	0.7597841	56.10199	0.9196185	58.66251	0.9308943
ILMN_1797432	60.99475	0.4724832	63.39998	0.6084011	71.1911	0.1691275	65.83686	0.4595687	66.22517	0	83.33183	0.06747638	64.27976	0.6549865	75.38588	0.0782726	77.26709	0.07084469	79.82937	0.1260163
ILMN_1715988	74.52104	0.04026845	68.31416	0.3197832	70.84742	0.1758389	81.25655	0.008086253	67.46574	0	89.96576	0.01619433	86.61192	0.008086253	76.4749	0.06207827	93.76982	0	82.67977	0.06775068
ILMN_2194619	79.15867	0.01073826	69.46573	0.2533875	66.78147	0.3583893	74.99341	0.09838275	69.7621	0	76.6387	0.2118758	78.75643	0.08490566	80.66148	0.02564103	64.28433	0.5476839	74.82072	0.2574526
ILMN_1759670	62.24409	0.3932886	73.86987	0.1111111	69.48807	0.2201342	80.88365	0.01212938	68.68475	0	99.7596	0	89.46806	0	78.09525	0.04453441	84.76329	0.005449591	92.61295	0.00406504
ILMN_2367172	74.97827	0.03892617	72.02579	0.1504065	63.93208	0.5020134	81.00186	0.009433962	87.24784	0	121.3155	0	99.00257	0	109.5571	0	92.62947	0	97.49464	0
ILMN_1792741	71.21186	0.07516778	77.74674	0.03523035	65.3724	0.4295302	77.85578	0.04716981	74.42806	0	88.9724	0.02159244	72.00738	0.2291105	80.25566	0.02968961	79.84771	0.03269755	86.43834	0.02845529
ILMN_1794384	50.7663	0.9369128	62.3153	0.6842818	58.99816	0.7758389	64.65488	0.5444744	59.30141	1	83.74128	0.06207827	72.831	0.2021563	49.63827	0.9946019	59.55178	0.8133515	75.55088	0.2317073
ILMN_1688019	62.99328	0.3503356	81.08463	0.009485095	63.23882	0.5409396	72.09853	0.1725067	62.63285	0	60.43235	0.9122807	75.17267	0.1415094	52.8868	0.9703104	62.27855	0.6539509	71.20723	0.3739837
ILMN_1751092	67.40176	0.1731544	69.68402	0.2344173	56.31146	0.8738255	64.31528	0.5687332	56.32022	1	65.98218	0.708502	58.90318	0.8773585	62.0088	0.6518219	71.50082	0.1866485	63.95228	0.7384824
ILMN_1697611	68.90103	0.1234899	69.64324	0.2371274	67.83305	0.2979866	66.8298	0.3989218	73.08331	0	89.52721	0.01754386	76.03859	0.12938	62.70234	0.6072875	69.32474	0.2561308	66.64964	0.6178862
ILMN_1695446	56.01096	0.7744966	61.8857	0.7113821	60.982	0.6805369	74.15806	0.1145553	66.84947	0	77.39921	0.1929825	76.45179	0.1199461	85.82028	0.001349528	92.90742	0	72.52566	0.3319783
ILMN_1788462	1639.503	0	789.7888	0	839.714	0	734.4291	0	1113.842	0	1527.33	0	1053.696	0	1306.071	0	790.2676	0	1490.182	0
ILMN_1667994	303.1429	0	182.3144	0	176.6544	0	137.8121	0	146.2684	0	206.7104	0	126.5107	0	172.1833	0	97.49728	0	194.2511	0
ILMN_1788239	87.40777	0	109.3145	0	98.62712	0	91.92319	0	104.3962	0	138.7777	0	123.5474	0	146.6897	0	94.72159	0	135.8997	0
ILMN_1695759	217.0123	0	429.607	0	355.9238	0	310.4957	0	289.7339	0	286.2411	0	246.7396	0	218.3391	0	295.75	0	467.9611	0
ILMN_2397406	65.93557	0.2268456	68.62424	0.3075881	64.89623	0.452349	66.65105	0.416442	56.28087	1	67.14744	0.6639676	67.63981	0.4622642	77.32106	0.05398111	54.58675	0.9523161	79.79453	0.1260163
ILMN_1727258	68.34541	0.1369127	75.52444	0.06639566	76.14567	0.06577181	69.17403	0.2749326	72.36411	0	74.35809	0.3090418	78.82326	0.08490566	70.53121	0.2051282	77.03802	0.07220709	73.90752	0.2845528
ILMN_1723116	310.0846	0	474.0778	0	292.6917	0	352.9664	0	412.4797	0	695.1333	0	599.7034	0	501.4417	0	289.439	0	368.4794	0
ILMN_1666258	95.42744	0	96.49335	0	93.4725	0	110.9823	0	116.7017	0	100.7457	0	126.6318	0	95.8087	0	134.6389	0	114.9191	0
ILMN_1660995	55.09068	0.809396	59.68798	0.8048781	45.85406	0.9973154	61.42457	0.7520216	53.30174	1	66.51431	0.6882591	98.18797	0	71.34222	0.168691	69.05102	0.2683924	61.06966	0.8590786
ILMN_1736412	60.18275	0.5167785	66.15996	0.4498645	73.17584	0.1127517	71.75265	0.1832884	59.1272	1	67.94933	0.6194332	70.58283	0.287062	65.11523	0.4709851	67.46245	0.3651226	70.72832	0.4078591
ILMN_1778723	516.4067	0	373.4673	0	352.4773	0	581.3979	0	212.64	0	513.373	0	831.9323	0	826.1775	0	1633.765	0	428.0185	0
ILMN_1712639	73.51064	0.0442953	74.98165	0.08130081	79.04829	0.03489933	75.23402	0.09568733	75.10929	0	85.4461	0.04588394	90.80681	0	97.1786	0	82.52986	0.01362398	81.42699	0.08672087
ILMN_1765460	58.39974	0.6402684	71.59235	0.1693767	72.00005	0.138255	61.27884	0.7574124	68.43674	0	80.30391	0.1214575	68.58605	0.4110512	75.40106	0.0782726	71.21921	0.1920981	75.08609	0.2452575
ILMN_1725896	75.54688	0.03221476	69.96328	0.2289973	62.65269	0.5798658	66.37882	0.4312668	73.78626	0	79.27793	0.1470985	65.66492	0.5902965	77.42937	0.05398111	75.93636	0.08583106	73.13882	0.3048781
ILMN_1738233	72.73043	0.04832215	76.20506	0.05555556	64.16235	0.4912752	69.6949	0.2520216	72.19213	0	74.78585	0.2860999	82.54913	0.02695418	64.35925	0.5074224	92.56583	0	87.61383	0.0203252
ILMN_1670506	91.70607	0	106.3303	0	88.55347	0	137.5283	0	115.2195	0	87.03137	0.03103914	95.42995	0	81.68307	0.01889339	101.8167	0	126.8894	0
ILMN_1779374	283.5947	0	211.3995	0	179.1267	0	237.2593	0	355.7584	0	437.8442	0	335.834	0	382.7176	0	237.6199	0	479.2549	0
ILMN_2394242	315.3294	0	166.4524	0	167.5575	0	160.8224	0	160.9244	0	263.274	0	175.6949	0	220.1356	0	143.5509	0	244.6055	0
ILMN_1683901	57.88257	0.6738255	65.32388	0.498645	65.04232	0.4469799	66.75303	0.4043127	66.58218	0	75.611	0.242915	68.24007	0.4285714	66.93596	0.368421	70.60094	0.2084469	81.06557	0.09756097
ILMN_1792409	82.69236	0	89.22707	0	96.81561	0	88.35452	0	78.11742	0	131.2653	0	96.6955	0	81.91914	0.01754386	78.87739	0.04359673	101.3656	0
ILMN_1748141	88.13566	0	96.73892	0	82.39359	0.009395973	114.5987	0	91.28783	0	128.3548	0	103.8652	0	94.03802	0	106.079	0	92.00236	0.00406504
ILMN_1778788	54.74953	0.8214765	70.92188	0.1924119	66.83489	0.3530201	68.54383	0.3126685	68.18458	0	74.6498	0.2928475	65.30488	0.6118599	66.15425	0.414305	69.75827	0.2438692	73.26897	0.300813
ILMN_1759312	48.63858	0.9731544	70.08994	0.2262873	68.27877	0.2818792	71.79168	0.1819407	52.03659	1	71.51888	0.4224022	73.12491	0.190027	67.77679	0.3414305	63.53427	0.585831	76.9724	0.1910569
ILMN_1701589	56.1541	0.7637584	63.70634	0.5934959	62.10504	0.609396	65.74202	0.4649596	51.93259	1	65.42474	0.7354926	64.09991	0.6603774	58.13169	0.8259109	62.05131	0.6648501	68.91399	0.4837398
ILMN_1696830	53.38712	0.8751678	56.11356	0.9254742	53.05132	0.9597315	44.72219	1	50.59758	1	63.48792	0.8151147	60.6862	0.8086253	56.47196	0.8920378	56.69799	0.9087194	63.8819	0.7398374
ILMN_1786899	57.80831	0.6765101	61.83706	0.7154471	66.75922	0.3610738	63.37279	0.6428571	58.19164	1	76.16972	0.2240216	73.63785	0.1765499	66.85629	0.3738192	62.40565	0.6430517	62.81598	0.7913279
ILMN_1774447	111.6163	0	84.43218	0	75.05895	0.08053691	89.02144	0	84.71226	0	140.4634	0	120.3167	0	102.5589	0	108.127	0	115.3631	0
ILMN_1660854	66.77244	0.1986577	81.61302	0.008130081	66.42104	0.3718121	64.61539	0.5471698	66.53852	0	82.77287	0.08097166	76.1199	0.1239892	63.39023	0.5560054	72.32256	0.1716621	93.42149	0.002710027
ILMN_1665307	70.78236	0.08456376	70.33922	0.2140921	68.04794	0.2885906	70.18275	0.2345013	65.77142	0	74.20181	0.3130904	67.47485	0.4690027	63.28516	0.5721997	71.7454	0.1825613	62.80796	0.7913279
ILMN_1731223	65.11819	0.2604027	67.43769	0.3780488	56.41958	0.8724832	62.50702	0.6940701	54.49866	1	69.73837	0.5263158	80.2757	0.05390836	67.16862	0.365722	57.12976	0.8950953	65.52901	0.6747968
ILMN_1685834	70.52632	0.08993289	85.05727	0	69.72271	0.2067114	65.61327	0.4757412	67.80864	0	93.78506	0.004048583	80.359	0.05390836	95.80479	0	88.18912	0	96.36539	0
ILMN_1725297	71.55145	0.06845637	63.05688	0.6355014	52.68849	0.9664429	60.44697	0.7924528	56.74744	1	82.72474	0.08502024	78.52024	0.08760108	106.5125	0	57.97755	0.8692098	72.81796	0.3238482
ILMN_1665331	163.4762	0	209.1068	0	162.6957	0	285.6919	0	391.6351	0	630.5961	0	561.9327	0	485.5053	0	471.7615	0	277.0362	0
ILMN_1797796	74.27025	0.04295302	63.05717	0.6355014	75.49009	0.07516778	71.80878	0.1819407	74.52093	0	83.05126	0.07557355	91.688	0	68.08791	0.3225371	75.25778	0.106267	68.81754	0.4891599
ILMN_1719031	63.53187	0.3288591	71.2754	0.1829268	57.19492	0.8483222	61.19874	0.7587601	60.44012	1	66.9935	0.6693657	63.61572	0.6873316	57.4591	0.854251	75.98556	0.08446866	65.87712	0.6571816
