# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).												
# The Matrix table should include non-normalized signal count data and detectip p-value												
"# Values that should be disregarded may either be left blank or labeled as ""null""."												
	GSM998616		GSM998617		GSM998618		GSM998619		GSM998620		GSM998621	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval
ILMN_1672320	60.64468	0.3888149	64.3011	0.6452476	67.75973	0.3172691	62.93969	0.5073431	65.90591	0.3930481	65.22302	0.4064603
ILMN_1711072	69.27319	0.07323568	79.08654	0.1044177	86.84103	0	75.74807	0.05073431	78.98369	0.02807487	71.81037	0.1574697
ILMN_1744748	70.438	0.05992011	62.55344	0.7349398	79.02216	0.04283802	60.68597	0.6395193	80.9359	0.02005348	78.01078	0.02557201
ILMN_1804455	60.8331	0.3781624	59.96216	0.8313253	74.60748	0.107095	75.55481	0.05206943	71.99041	0.1403743	65.4285	0.3956931
ILMN_1719826	59.89736	0.4354194	73.65397	0.2208835	67.05173	0.3480589	60.02489	0.682243	65.82483	0.394385	65.96707	0.3701211
ILMN_1736408	75.31099	0.01198402	69.13268	0.4136546	68.87421	0.2771084	76.00427	0.0493992	80.64685	0.02139037	72.70098	0.1224764
ILMN_1762170	66.13509	0.1291611	86.85874	0.01740295	73.97706	0.1164659	62.5428	0.5260347	73.60761	0.09358289	75.28049	0.06594886
ILMN_1685988	56.12488	0.6564581	82.09463	0.05756359	69.91221	0.231593	67.78831	0.2603471	68.839	0.2606952	65.31449	0.3983849
ILMN_1700230	57.35446	0.5832224	72.61086	0.2610442	53.68758	0.9544846	66.02454	0.3391188	62.60688	0.5695187	59.94188	0.6985195
ILMN_1652209	79.6621	0	72.94724	0.2436412	71.55546	0.1807229	79.06097	0.02536716	78.3194	0.03074866	74.27267	0.08479138
ILMN_1813284	53.88925	0.7776299	63.31602	0.6961178	59.0459	0.7871486	60.1792	0.6675568	56.98036	0.8529412	62.55532	0.5518169
ILMN_1653506	70.2563	0.06258322	80.10332	0.08567604	67.89564	0.3119143	73.50179	0.08010681	57.86726	0.8262032	57.23322	0.833109
ILMN_1752367	64.08632	0.1997337	61.57051	0.7737617	68.07828	0.3052209	63.52714	0.4712951	60.18346	0.6965241	64.68699	0.4293405
ILMN_1675765	91.07858	0	98.75388	0	99.03881	0	85.27538	0	98.78157	0	81.28898	0.01615074
ILMN_1677797	59.01699	0.4886818	72.55051	0.2623829	66.16139	0.3855422	78.47334	0.03337784	79.7144	0.02673797	64.4724	0.4414536
ILMN_1712689	45.69398	0.9880159	60.80526	0.8005355	67.0915	0.3467202	65.36936	0.3791722	65.81669	0.394385	58.36	0.7913862
ILMN_1724391	73.2985	0.02396804	75.33483	0.188755	76.0215	0.08032128	90.12788	0	69.28842	0.2459893	71.42097	0.1655451
ILMN_1731134	80.3373	0	91.10966	0	75.41482	0.09236947	62.15826	0.5433912	88.2496	0	79.05145	0.02288022
ILMN_1729385	67.05254	0.1078562	70.4976	0.3587684	68.39599	0.2958501	65.00271	0.3898531	71.05186	0.1737968	72.97136	0.1211305
ILMN_1672365	66.00694	0.1344873	67.22946	0.497992	61.89395	0.6398929	60.45971	0.6515354	52.04156	0.9705882	70.36041	0.192463
ILMN_1709036	99.6578	0	72.84074	0.2516734	91.00004	0	80.72416	0.009345794	95.15199	0	84.62907	0
ILMN_1669167	57.34299	0.5832224	61.54834	0.7751004	61.86575	0.6398929	60.90144	0.6248331	60.96151	0.6617647	61.24596	0.6231494
ILMN_1782116	52.24197	0.8482024	81.70917	0.06157965	65.49134	0.4310576	58.974	0.7436582	74.23273	0.0855615	86.85506	0
ILMN_1765487	48.78261	0.9520639	61.80762	0.7670683	62.90021	0.5876841	65.90285	0.3511348	62.90722	0.5574867	71.16332	0.1722746
ILMN_1674138	66.05605	0.1331558	67.80516	0.4779117	77.87023	0.05756359	74.59786	0.06275033	78.50684	0.03074866	69.60163	0.218035
ILMN_1700713	52.34507	0.8442077	74.71631	0.2021419	58.31757	0.8152611	61.53358	0.5781041	63.0447	0.552139	58.98713	0.7617766
ILMN_1669427	55.95841	0.6671105	58.87056	0.8688086	57.48503	0.8460509	60.22148	0.6648865	53.78936	0.9411765	58.00913	0.8034993
ILMN_1654673	62.04445	0.2996005	66.36011	0.5488621	72.2196	0.1646586	69.32093	0.1989319	60.82174	0.6657754	67.34975	0.3055182
ILMN_1742467	76.27799	0.009320905	78.25445	0.1191432	71.44643	0.1847389	89.88243	0	87.25439	0	81.24538	0.01615074
ILMN_1728450	71.05607	0.04660453	63.046	0.712182	59.92929	0.7416332	63.38612	0.4859813	58.58241	0.7740642	60.41442	0.6689098
ILMN_2193761	79.33747	0	75.68148	0.1767068	75.03088	0.09906292	75.42683	0.05340454	83.1382	0.01203209	89.31731	0
ILMN_1725208	70.00698	0.06391478	68.83233	0.4283802	71.01025	0.2008032	67.45387	0.281709	75.49104	0.05748663	66.7016	0.333782
ILMN_1724119	57.58928	0.5685752	69.45038	0.3989291	63.78819	0.5341365	69.15572	0.2056075	79.18123	0.02807487	62.08403	0.5760431
ILMN_1769151	87.54095	0	92.64937	0	79.43568	0.04149933	80.63676	0.01068091	89.14384	0	91.36749	0
ILMN_1710876	67.3018	0.1038615	89.87675	0.004016064	72.21342	0.1646586	72.18072	0.1161549	68.8584	0.2606952	68.34628	0.2611036
ILMN_1702316	62.29639	0.286285	68.40184	0.4444444	75.18375	0.09772423	66.94359	0.2977303	68.87831	0.2606952	63.63464	0.487214
ILMN_1695814	80.61556	0	82.66644	0.05220884	75.62322	0.08701473	81.00232	0.008010681	80.50975	0.02272727	89.29186	0
ILMN_1666718	67.37924	0.1011984	68.42677	0.4404284	67.19833	0.3400268	73.955	0.07476635	69.6951	0.2272727	75.61851	0.05921938
ILMN_1677166	62.23056	0.2916112	76.62067	0.1512718	68.86984	0.2784471	74.14097	0.06809079	67.09943	0.3262032	62.09363	0.5746972
ILMN_1660985	71.83588	0.03728362	72.88764	0.2503347	73.86829	0.1204819	65.59506	0.3658211	68.553	0.2754011	69.70358	0.2139973
ILMN_1742357	66.0022	0.1344873	75.55824	0.1834003	59.21045	0.7817938	80.19757	0.01468625	69.33694	0.2459893	63.91686	0.4724092
ILMN_1709175	54.16428	0.758988	77.07044	0.1445783	63.08578	0.579652	60.76927	0.6301736	72.86691	0.1149733	64.25291	0.4508748
ILMN_1785452	77.05999	0.005326231	92.85878	0	95.03531	0	88.3879	0	85.49157	0.004010695	106.8229	0
ILMN_1705577	59.89148	0.4354194	69.54376	0.3962517	62.33566	0.6157965	58.30641	0.7703605	75.83709	0.05347594	59.29853	0.742934
ILMN_1669486	40.85886	1	61.24596	0.7884873	57.62358	0.8433735	56.57643	0.8411215	50.44867	0.986631	63.14772	0.5168237
ILMN_1765014	50.15294	0.9214381	62.3822	0.7376171	68.77743	0.2784471	70.12435	0.1789052	61.14118	0.644385	64.17974	0.4522207
ILMN_1653043	66.10619	0.1291611	62.56582	0.7336011	60.69203	0.70415	64.0696	0.4419226	61.3191	0.631016	61.9043	0.5787349
ILMN_1758171	63.41228	0.2343542	64.31258	0.643909	77.54626	0.06024097	67.47875	0.281709	70.97469	0.1804813	95.62644	0
ILMN_1692889	70.72344	0.05459388	67.70896	0.4819277	69.18793	0.2597055	67.68482	0.2656876	70.0121	0.2152406	69.94744	0.2059219
ILMN_1804654	61.34882	0.3382157	77.70978	0.1311914	73.72159	0.124498	64.17899	0.4379172	80.16482	0.02406417	75.23197	0.06729475
ILMN_1791875	47.66113	0.9800266	55.15053	0.9370816	64.736	0.4752343	53.27035	0.9265687	51.04256	0.9826203	58.45832	0.7886945
ILMN_1731957	59.88159	0.4354194	70.87337	0.3400268	65.09409	0.4538153	76.33388	0.04539386	71.95783	0.1430481	73.0478	0.1170929
ILMN_1805051	67.2647	0.1051931	72.225	0.2784471	72.78854	0.1485944	85.63779	0	78.24368	0.03342246	68.66784	0.2476447
ILMN_1700229	65.73994	0.138482	75.0123	0.1954485	71.32842	0.188755	73.42669	0.08144192	63.20842	0.5427808	71.18275	0.1722746
ILMN_1681884	64.87367	0.1797603	75.43034	0.1874163	61.17192	0.6773762	77.47135	0.03604807	62.95988	0.5574867	77.91737	0.0269179
ILMN_1693077	78.40128	0	87.90035	0.0107095	74.27558	0.1097724	82.84738	0.002670227	80.29892	0.02272727	73.34928	0.1063257
ILMN_1754249	82.89293	0	398.8966	0	111.2646	0	79.11153	0.02536716	212.0549	0	68.49667	0.2543741
ILMN_1654049	66.39209	0.1225033	73.91139	0.2115127	70.95409	0.2021419	70.92898	0.1588785	66.86188	0.3395722	78.29475	0.02557201
ILMN_1667789	61.81374	0.3129161	62.73291	0.7269076	76.42413	0.07095047	57.89096	0.787717	77.3061	0.03877005	71.21958	0.1722746
ILMN_1690224	62.14533	0.2969374	68.79323	0.4297189	67.78377	0.3159304	64.1139	0.4392523	71.60861	0.1550802	87.12885	0
ILMN_1791375	747.1606	0	754.4424	0	857.0535	0	1227.237	0	1034.769	0	1831.27	0
ILMN_1682685	64.455	0.1930759	70.62775	0.3547523	71.60143	0.1807229	67.62202	0.271028	76.27821	0.04679145	64.05579	0.4589502
ILMN_1663173	51.81191	0.8641811	76.3961	0.1566265	69.30862	0.2556894	62.13458	0.5447263	60.82141	0.6657754	74.00378	0.09152086
ILMN_1684897	69.26627	0.07323568	55.15595	0.9370816	68.22087	0.3012048	76.19589	0.04806409	74.40594	0.0815508	74.67055	0.07671601
ILMN_1655842	73.9016	0.01997337	103.5399	0	79.90025	0.03748327	77.62042	0.03604807	84.09567	0.00802139	104.8453	0
ILMN_1665150	71.35018	0.04394141	80.28404	0.08299866	74.17822	0.1111111	83.4531	0.001335114	78.25227	0.03342246	72.48825	0.1332436
ILMN_1699383	225.5976	0	153.5647	0	130.1245	0	182.3423	0	206.4271	0	214.0782	0
ILMN_1679779	60.35405	0.4047936	64.06059	0.6626506	55.51657	0.9089692	61.65044	0.5727637	79.8102	0.02673797	75.51923	0.06056527
ILMN_1655428	121.9977	0	90.72498	0.002677376	87.58652	0	86.70513	0	89.92155	0	102.8649	0
ILMN_1652023	72.41733	0.03062583	73.55818	0.2235609	68.46348	0.2958501	69.31663	0.1989319	66.49718	0.3596257	57.7571	0.8169582
ILMN_1809516	77.39246	0.003994674	77.24675	0.1405623	72.17365	0.1659973	84.33018	0	79.81925	0.02673797	84.84628	0
ILMN_1668451	66.54346	0.1211718	88.2026	0.009370817	82.20049	0.0227577	60.78619	0.6301736	64.88829	0.447861	77.98366	0.02557201
ILMN_1708048	63.20095	0.2450067	61.44261	0.7791165	61.6762	0.6519411	62.30207	0.5380507	59.7694	0.7179145	68.50854	0.2543741
ILMN_2159471	48.40616	0.9587217	51.92794	0.9839357	58.70153	0.7965194	57.03564	0.8144192	66.25555	0.368984	63.68602	0.4858681
ILMN_1685854	92.50506	0	205.4411	0	122.151	0	143.0956	0	171.361	0	143.1979	0
ILMN_1682711	96.76138	0	128.9964	0	88.56194	0	112.3173	0	111.6733	0	119.4435	0
ILMN_1720717	59.94121	0.4327563	70.42274	0.3614458	55.05906	0.9263722	56.47504	0.8424566	60.20088	0.6965241	62.09437	0.5746972
ILMN_1796397	66.76325	0.114514	233.0959	0	128.796	0	186.7922	0	149.0052	0	137.9604	0
ILMN_1730745	58.00597	0.5432757	61.49995	0.7777778	60.206	0.7282463	56.74301	0.8331108	62.86509	0.5588235	54.97073	0.9057873
ILMN_1767665	74.43928	0.01464714	191.6343	0	142.6441	0	61.24693	0.5967957	75.35171	0.06016043	71.95635	0.153432
ILMN_1717565	71.98248	0.0346205	69.96851	0.3761714	71.52228	0.1834003	83.24236	0.001335114	64.20012	0.4879679	75.00375	0.07133244
ILMN_1786564	71.40065	0.04394141	77.6699	0.1311914	74.40981	0.1084337	61.73814	0.564753	61.37282	0.6283423	71.88293	0.1547779
ILMN_2196588	51.68227	0.8695073	75.30026	0.1914324	71.82307	0.1753681	56.99224	0.8184246	67.54077	0.3101604	71.86775	0.1547779
ILMN_1788803	57.90594	0.5472703	82.6237	0.05220884	77.56882	0.06024097	72.57529	0.105474	66.24723	0.368984	71.03966	0.1763123
ILMN_1812769	566.3309	0	2979.692	0	1854.723	0	1900.766	0	1756.095	0	2224.566	0
ILMN_1717010	58.41556	0.5099867	72.28941	0.2757697	61.50778	0.665328	68.50438	0.2376502	69.88711	0.2192513	62.23603	0.5666218
ILMN_2360929	50.51402	0.909454	67.95552	0.4698795	67.73624	0.3172691	55.98401	0.858478	62.37972	0.5802139	57.48972	0.8250337
ILMN_1688606	78.71813	0	136.4616	0	103.683	0	106.6137	0	109.3942	0	86.15604	0
ILMN_1682607	60.98713	0.3608522	68.76581	0.4297189	69.4577	0.2476573	69.13515	0.2056075	61.10987	0.6470588	69.10551	0.2382234
ILMN_2409879	74.32957	0.0159787	101.7705	0	79.91365	0.03614458	69.45458	0.1975968	72.37939	0.1256685	86.55807	0
ILMN_1708015	56.76353	0.6178429	65.07011	0.6131191	59.50915	0.7697456	65.63616	0.364486	63.03554	0.552139	64.61363	0.4320323
ILMN_1699170	75.36883	0.01198402	101.416	0	89.19307	0	95.72046	0	89.09985	0	83.2899	0.001345895
ILMN_1709312	83.68684	0	87.09277	0.01472557	76.2283	0.07630522	70.18557	0.1789052	77.04451	0.04010695	82.83542	0.006729475
ILMN_1766178	72.25751	0.03328895	80.33138	0.08299866	79.27706	0.04149933	88.76502	0	71.71589	0.1510695	70.12009	0.2005384
ILMN_1804993	67.24754	0.1051931	70.65702	0.3547523	63.93823	0.5274431	69.27798	0.1989319	60.25494	0.6965241	78.57851	0.02422611
ILMN_1655340	517.0518	0	3245.194	0	1656.343	0	925.5857	0	905.1818	0	1189.133	0
ILMN_1794753	58.43321	0.5099867	59.59526	0.8393574	65.86005	0.4056225	61.39769	0.5874499	57.61475	0.8328877	54.62465	0.9165545
ILMN_1708632	68.64355	0.07989348	72.58836	0.2623829	82.64643	0.0227577	74.55605	0.06408545	65.41207	0.4184492	67.29432	0.30821
ILMN_1709153	79.07045	0	149.1353	0	110.3852	0	80.87081	0.009345794	113.8762	0	96.13046	0
ILMN_1772064	54.50328	0.747004	77.19749	0.1432396	90.65445	0	59.36022	0.7222964	62.1951	0.5895722	54.06252	0.9273217
ILMN_1702797	54.17099	0.758988	85.17029	0.03078983	58.21547	0.8179384	68.10674	0.2536716	71.6152	0.1550802	71.65333	0.1628533
ILMN_1696846	68.34655	0.08255659	91.71664	0	89.69285	0	84.38107	0	74.6675	0.07486631	88.92477	0
ILMN_1745071	61.4791	0.3302264	72.92497	0.2463186	69.35013	0.2516734	61.81233	0.5607477	64.85694	0.4505348	75.8171	0.0538358
ILMN_1798472	74.06078	0.01997337	127.7825	0	98.02594	0	95.84791	0	100.0793	0	80.19276	0.02153432
ILMN_1808053	70.66309	0.05592543	77.27853	0.1392236	76.06968	0.08032128	71.39009	0.1361816	70.42465	0.1951872	68.29546	0.2637954
ILMN_1767809	62.64203	0.2703063	90.60238	0.002677376	67.30639	0.334672	69.95123	0.1842457	81.23704	0.01737968	79.6652	0.02153432
ILMN_2210064	63.25457	0.241012	78.22697	0.1191432	72.19462	0.1646586	65.92532	0.3484646	71.20413	0.1671123	70.61183	0.1843876
ILMN_2054070	58.14858	0.5339547	68.10015	0.4605087	100.9658	0	59.57265	0.7049399	64.18069	0.4893048	60.01454	0.6971736
ILMN_1660017	50.63982	0.9054594	84.08142	0.03480589	68.05686	0.3052209	56.59086	0.8384513	69.95007	0.2165775	65.49737	0.3889637
ILMN_1703678	62.46631	0.276964	65.5835	0.5903614	62.88374	0.5903614	60.37785	0.6582109	60.93655	0.6644385	55.77202	0.8829072
ILMN_1704431	71.6845	0.03994674	114.0749	0	85.39238	0.004016064	123.5706	0	163.5274	0	138.9343	0
ILMN_1690036	82.3793	0	169.9105	0	112.9455	0	102.4692	0	127.5939	0	147.8352	0
ILMN_1741908	72.76301	0.02929427	74.1721	0.2088353	85.47091	0.004016064	68.10285	0.2536716	62.67595	0.5681818	67.4188	0.3028264
ILMN_1693645	94.48799	0	132.8601	0	111.1732	0	118.197	0	134.3179	0	114.9566	0
ILMN_1660923	342.4866	0	2012.673	0	2440.265	0	1687.868	0	2492.211	0	451.3157	0
ILMN_1781236	64.3875	0.1930759	76.21619	0.1619813	85.44371	0.004016064	69.34776	0.1989319	72.03473	0.1390374	58.42489	0.7886945
ILMN_1770410	78.9433	0	78.92731	0.1057564	84.62791	0.009370817	75.73845	0.05073431	93.2359	0	94.48736	0
ILMN_1769636	66.04415	0.1331558	62.06063	0.7563587	76.76109	0.06827309	69.00296	0.2149533	71.69927	0.1510695	62.65899	0.5423957
ILMN_1749341	46.0446	0.9880159	52.08755	0.9812584	58.99543	0.789826	65.11664	0.3858478	70.44949	0.1925134	60.50175	0.6648722
ILMN_1757747	58.86695	0.4913449	59.87915	0.8313253	71.67863	0.1793842	69.68264	0.1895861	59.6171	0.7272727	65.27631	0.4024226
ILMN_1656342	74.93633	0.01198402	70.71323	0.3480589	67.80445	0.3159304	68.48103	0.2389853	70.2398	0.2018717	66.80962	0.3270525
ILMN_2102257	66.48871	0.1211718	73.9231	0.2115127	67.06738	0.3467202	65.82858	0.35247	64.4319	0.4679144	66.58054	0.3378196
ILMN_2151075	101.0835	0	301.7725	0	206.269	0	258.0019	0	255.7021	0	264.1434	0
ILMN_1764714	61.22247	0.3422104	81.59863	0.06157965	73.92726	0.1191432	69.72005	0.188251	68.59547	0.2727273	73.01563	0.1184388
ILMN_1756573	151.8793	0	388.8236	0	366.9427	0	124.803	0	152.3769	0	173.6301	0
ILMN_1753607	73.53614	0.02396804	155.6959	0	90.30299	0	91.65305	0	88.06071	0	91.64441	0
ILMN_1733254	55.40257	0.6910785	73.74731	0.2195448	62.64563	0.5983936	55.60102	0.8624833	61.46027	0.6229947	49.26693	0.9892328
ILMN_1749244	215.8871	0	1119.501	0	462.3897	0	489.7385	0	496.2669	0	640.7703	0
ILMN_2380243	70.66364	0.05592543	117.9204	0	87.35128	0	74.67821	0.06141522	78.88444	0.02807487	58.51208	0.7873486
ILMN_1804415	72.54509	0.03062583	212.1831	0	109.8657	0	107.3271	0	91.15221	0	66.69486	0.333782
ILMN_1657429	55.7043	0.6750998	69.45981	0.3975904	65.46315	0.433735	64.15862	0.4379172	59.49819	0.7339572	56.48345	0.8654105
ILMN_2279182	66.68528	0.1158455	64.21901	0.6506024	70.17462	0.2208835	65.3426	0.3805073	61.68971	0.6149732	74.22083	0.08479138
ILMN_1705508	53.12617	0.8135819	60.4499	0.8179384	71.38554	0.1874163	75.99989	0.0493992	55.87511	0.8930481	64.29935	0.4454913
ILMN_1788416	350.03	0	1187.934	0	306.0912	0	1344.898	0	1599.606	0	1782.975	0
ILMN_2235531	55.15936	0.7123835	68.67953	0.4310576	58.17192	0.8206158	48.23002	0.9933245	60.9323	0.6644385	62.80254	0.538358
ILMN_2274605	56.1043	0.6591212	73.34331	0.2302544	66.09652	0.3922356	66.38142	0.3230975	61.78603	0.6096257	64.34619	0.4454913
ILMN_2300526	52.42294	0.8415446	63.22963	0.7014726	51.0577	0.9812584	67.62158	0.271028	61.36031	0.6283423	65.93336	0.371467
ILMN_2200562	74.27199	0.0159787	95.69771	0	113.7485	0	84.86423	0	105.4889	0	102.6248	0
ILMN_1676833	54.12769	0.7616512	81.07266	0.06827309	66.58706	0.3681392	59.88847	0.6889185	63.94894	0.5040107	67.51257	0.2987887
ILMN_1731804	57.26535	0.584554	65.3382	0.6024097	68.71852	0.2811245	60.76518	0.6301736	62.93205	0.5574867	60.27668	0.6837147
ILMN_2125747	677.3287	0	1472.19	0	1166.507	0	2553.072	0	1492.727	0	3634.852	0
ILMN_2070052	3635.186	0	2608.139	0	5577.667	0	4700.204	0	6325.16	0	5487.489	0
ILMN_1811715	53.51965	0.7962716	73.28479	0.2329317	68.54708	0.2891566	71.10517	0.1481976	68.94313	0.2566845	61.3302	0.6164199
ILMN_1725157	69.73615	0.06924101	74.60884	0.206158	80.43506	0.0334672	75.16811	0.05473965	85.83883	0.002673797	84.95341	0
ILMN_1659214	49.1235	0.9440746	57.25134	0.9022757	57.59996	0.8433735	72.13306	0.11749	72.18169	0.1350267	55.78402	0.8829072
ILMN_1702183	62.74036	0.2636485	68.04595	0.4618474	76.59113	0.06827309	62.06044	0.5473965	63.75112	0.513369	71.13258	0.1736205
ILMN_1699178	64.95453	0.1744341	70.0546	0.3748327	89.47404	0	62.00019	0.5514019	73.90099	0.09224599	84.60761	0
ILMN_2214947	79.97303	0	74.66917	0.2048193	137.8401	0	101.792	0	73.33556	0.1002674	68.9668	0.243607
ILMN_1764782	55.20003	0.7083888	71.95122	0.2931727	72.51138	0.1579652	64.03343	0.4419226	58.79873	0.763369	52.46692	0.9569314
ILMN_1686889	46.3311	0.9866844	58.6502	0.8701472	68.71062	0.2824632	61.74311	0.564753	61.03487	0.6497326	61.38924	0.6137281
ILMN_1805064	101.8909	0	294.6587	0	103.2196	0	357.5784	0	301.507	0	215.8502	0
ILMN_1727553	55.43436	0.6910785	70.42539	0.3614458	80.5659	0.03212851	78.05379	0.03471295	63.2284	0.540107	78.43399	0.02557201
ILMN_1695631	70.47789	0.05992011	84.17697	0.03480589	66.53829	0.3708166	68.31456	0.246996	75.33867	0.06016043	76.94366	0.03095558
ILMN_1745171	86.27914	0	75.17284	0.1954485	87.74151	0	75.943	0.0493992	63.74166	0.513369	83.47768	0.001345895
ILMN_1765124	64.58826	0.1877497	66.64815	0.5261044	75.28693	0.09638554	66.62766	0.3110814	65.84485	0.394385	80.47897	0.02153432
ILMN_1707904	64.48885	0.1917443	73.56094	0.2235609	70.70649	0.206158	80.35701	0.01468625	90.12186	0	72.41463	0.1359354
ILMN_2141030	72.57137	0.03062583	73.60996	0.2235609	73.11895	0.1378849	74.45983	0.06408545	78.9136	0.02807487	70.63831	0.1843876
ILMN_1698164	72.40219	0.03062583	80.58688	0.07764391	87.39343	0	80.64474	0.01068091	94.49298	0	81.97957	0.01345895
ILMN_1698136	52.83864	0.8268974	65.94882	0.5676038	60.53414	0.712182	55.09185	0.8731642	64.44948	0.4679144	56.18046	0.8775235
ILMN_1678982	64.47497	0.1930759	71.11253	0.3319947	81.62321	0.02543507	69.39593	0.1975968	65.91512	0.3930481	67.62723	0.294751
ILMN_1806215	72.33145	0.03195739	65.7232	0.583668	63.93327	0.5274431	65.2828	0.3831776	72.87154	0.1149733	80.64466	0.02018842
ILMN_1771747	82.76016	0	64.13253	0.6546185	72.40488	0.1593039	75.46822	0.05206943	71.19807	0.1671123	68.2461	0.2664872
ILMN_1705630	61.92549	0.3049268	158.1487	0	90.50826	0	70.63374	0.1668892	98.17305	0	69.11951	0.2382234
ILMN_1761865	50.39595	0.9121172	60.80437	0.8005355	52.8409	0.9611781	58.21244	0.7743658	57.23934	0.8462567	51.19824	0.9771198
ILMN_1766542	64.04182	0.2010652	96.25481	0	94.81107	0	85.51629	0	106.8091	0	80.7318	0.02018842
ILMN_1780308	59.75315	0.4434088	80.18788	0.08433735	74.39767	0.1084337	69.59249	0.1935915	73.14429	0.1069519	66.68327	0.333782
ILMN_1670410	97.28266	0	122.3481	0	165.5751	0	142.7186	0	165.326	0	156.7256	0
ILMN_1671701	58.08807	0.5379494	53.6203	0.9598393	52.82959	0.9611781	75.26264	0.05473965	59.95755	0.7058824	71.88331	0.1547779
ILMN_1739531	75.25779	0.01198402	76.58228	0.1512718	68.50763	0.2904953	60.1907	0.6675568	60.61426	0.6791444	69.4243	0.2247645
ILMN_1665168	67.82614	0.09587217	66.09098	0.5649264	59.80955	0.7483267	58.70572	0.753004	63.42343	0.5280749	64.09492	0.4576043
ILMN_1672112	72.83495	0.02929427	79.18705	0.1017403	76.29733	0.07630522	63.34537	0.4873164	70.39767	0.1965241	65.04911	0.4145357
ILMN_1678329	91.89077	0	70.99554	0.3373494	81.44147	0.02811245	77.84663	0.03604807	92.54244	0	76.95308	0.03095558
ILMN_1722929	53.06236	0.8202397	69.48026	0.3975904	66.11364	0.3882195	71.90893	0.1214953	65.64107	0.4037433	67.82784	0.2853298
ILMN_1690423	63.86093	0.207723	69.70024	0.3922356	66.08315	0.3935743	60.29454	0.6622163	70.84555	0.1831551	69.05601	0.2422611
ILMN_1695694	56.30306	0.644474	61.94944	0.7617135	66.61205	0.3654619	56.63361	0.8371162	69.34662	0.2459893	69.61916	0.218035
ILMN_1653768	56.54268	0.63249	66.23943	0.5555556	61.89858	0.6398929	60.85033	0.6261683	63.66687	0.5160428	58.95007	0.7658142
ILMN_1679208	57.63439	0.5659121	64.14073	0.6546185	72.67667	0.1512718	63.42031	0.4806409	73.81229	0.09224599	67.81956	0.2853298
ILMN_1657163	56.3112	0.6431425	73.17258	0.2382865	64.04716	0.5247657	71.05041	0.1508678	61.52882	0.6203209	65.09754	0.4131898
ILMN_1670165	55.78687	0.6711052	70.92043	0.3386881	54.42887	0.9384204	61.44376	0.5834446	65.52316	0.4090909	71.16725	0.1722746
ILMN_1683742	65.58315	0.1411451	69.30437	0.4082999	76.68304	0.06827309	69.39904	0.1975968	69.39275	0.2459893	65.42415	0.3956931
ILMN_1664008	66.5659	0.1211718	71.03606	0.334672	77.9977	0.05488621	68.29468	0.246996	78.91776	0.02807487	78.17858	0.02557201
ILMN_1692249	71.04353	0.04793609	70.11001	0.3721553	78.53224	0.04685408	68.61315	0.2323097	76.61811	0.04545455	74.0651	0.08882907
ILMN_1663415	57.45211	0.5765646	60.42643	0.8179384	56.26825	0.8875502	61.80614	0.5607477	54.71749	0.921123	62.8694	0.5356662
ILMN_1691592	58.39705	0.5113183	71.48354	0.3159304	58.30878	0.8152611	64.52777	0.4178905	58.64277	0.7727273	63.37077	0.5047106
ILMN_1733707	51.07928	0.8881491	58.71336	0.8688086	59.56588	0.7670683	58.80375	0.7489986	55.67876	0.8997326	60.17969	0.6864064
ILMN_1692198	59.99255	0.4274301	76.17261	0.1619813	68.99923	0.270415	63.3672	0.4859813	60.91092	0.6644385	60.9618	0.6285329
ILMN_1664410	54.53663	0.7443409	65.6182	0.5876841	55.88034	0.9009371	59.96208	0.6875834	62.40883	0.5775401	48.83972	0.9905787
